Call ID,Customer Company Name,Sentiment,CSAT Score,Call Timestamp,Reason,City,State,Channel,Response Time,Call Duration (in Minutes),Call Center,First Contact Resolution (FCR) Flag,Abandon Flag,Agent
DKK-84743345-w-258995-fU,Berge and Sons,Neutral,4,10/8/23 15:44,Payment Issue,San Diego,Illinois,Chatbot,Above SLA,18,Chicago/IL,Y,Y,Daniel Lee
DKK-79248954-w-412015-fU,Alpha Solutions,Neutral,5,1/19/23 9:06,New Service Inquiry,Los Angeles,Illinois,Chatbot,Above SLA,13,Dallas/TX,N,N,John Smith
DKK-58272981-w-101936-fU,Global Ventures,Very Positive,4,12/1/23 9:54,Payment Issue,New York,New York,Call-Center,Within SLA,35,Dallas/TX,N,N,Sophia Garcia
DKK-91932481-w-513684-fU,Delta Services,Neutral,2,8/21/23 18:35,New Service Inquiry,Dallas,Arizona,Chatbot,Within SLA,27,New York/NY,N,Y,Linda Chen
DKK-29847528-w-587659-fU,Nova Enterprises,Neutral,3,7/25/23 0:51,New Service Inquiry,Los Angeles,New York,Call-Center,Within SLA,42,Los Angeles/CA,Y,Y,John Smith
DKK-10171261-w-450697-fU,Berge and Sons,Negative,1,7/22/23 11:41,New Service Inquiry,Detroit,Arizona,Chatbot,Above SLA,47,Los Angeles/CA,N,Y,Emily Johnson
DKK-61905892-w-173462-fU,Delta Services,Neutral,1,7/18/23 3:48,Service Outage,San Jose,Texas,Call-Center,Within SLA,49,Chicago/IL,Y,N,David Kim
DKK-81928106-w-112207-fU,Delta Services,Neutral,1,5/10/23 7:41,New Service Inquiry,Chicago,Michigan,Chatbot,Above SLA,56,Chicago/IL,Y,N,Sophia Garcia
DKK-10538024-w-476433-fU,Global Ventures,Positive,5,5/15/23 10:57,Service Outage,New York,California,Call-Center,Within SLA,23,Los Angeles/CA,N,Y,Emily Johnson
DKK-27468099-w-231439-fU,Nova Enterprises,Very Positive,5,6/17/23 2:57,New Service Inquiry,Houston,California,Call-Center,Within SLA,54,New York/NY,N,N,Sophia Garcia
DKK-67973792-w-748176-fU,Prime Associates,Very Positive,2,2/24/23 2:19,Payment Issue,Detroit,California,Chatbot,Above SLA,18,Chicago/IL,Y,N,David Kim
DKK-41828070-w-376986-fU,Techtronics Ltd,Negative,5,6/23/23 2:57,New Service Inquiry,San Antonio,New York,Chatbot,Within SLA,32,Chicago/IL,N,N,Michael Brown
DKK-29844647-w-194073-fU,Alpha Solutions,Very Positive,4,2/11/23 7:05,Payment Issue,Phoenix,Arizona,Chatbot,Above SLA,3,Los Angeles/CA,N,N,Emily Johnson
DKK-48758594-w-358455-fU,Nova Enterprises,Negative,3,11/8/23 12:01,Billing Question,Chicago,Michigan,Chatbot,Above SLA,36,New York/NY,Y,N,Michael Brown
DKK-68474425-w-963985-fU,Omega Corp,Negative,5,2/11/23 18:29,Technical Support,Detroit,New York,Call-Center,Above SLA,39,Dallas/TX,N,Y,Sophia Garcia
DKK-85254624-w-447531-fU,Berge and Sons,Neutral,1,3/10/23 7:30,Service Outage,San Jose,New York,Chatbot,Within SLA,37,New York/NY,N,Y,Michael Brown
DKK-84026268-w-172968-fU,Delta Services,Very Positive,1,9/4/23 15:12,Technical Support,Detroit,California,Call-Center,Above SLA,3,New York/NY,N,N,Daniel Lee
DKK-85971009-w-533418-fU,Nova Enterprises,Negative,4,11/25/23 13:21,New Service Inquiry,Detroit,Arizona,Chatbot,Within SLA,50,Los Angeles/CA,N,Y,David Kim
DKK-75600362-w-690844-fU,Techtronics Ltd,Negative,5,6/15/23 16:42,Service Outage,New York,Texas,Call-Center,Within SLA,34,Dallas/TX,Y,N,Emily Johnson
DKK-34621185-w-304574-fU,Alpha Solutions,Neutral,5,9/4/23 4:52,Payment Issue,Chicago,New York,Call-Center,Above SLA,25,New York/NY,Y,N,John Smith
DKK-29484716-w-567329-fU,Global Ventures,Negative,1,10/12/23 3:22,New Service Inquiry,San Diego,Illinois,Chatbot,Within SLA,49,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-29775189-w-346085-fU,Pinnacle Group,Negative,2,9/22/23 2:59,Account Update,Detroit,Texas,Call-Center,Within SLA,59,Chicago/IL,N,N,Emily Johnson
DKK-95720046-w-730212-fU,Global Ventures,Very Positive,5,9/22/23 11:33,Account Update,Dallas,Texas,Chatbot,Within SLA,51,New York/NY,N,N,Daniel Lee
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Emily Johnson
DKK-88256069-w-989968-fU,Astro Tech,Neutral,1,1/28/23 0:08,Technical Support,Chicago,Texas,Chatbot,Above SLA,55,Dallas/TX,Y,N,John Smith
DKK-34329526-w-919840-fU,Delta Services,Very Positive,2,11/25/23 5:40,Payment Issue,Chicago,Texas,Call-Center,Above SLA,22,Los Angeles/CA,N,N,Anita Patel
DKK-82760919-w-665246-fU,Prime Associates,Negative,4,6/15/23 10:47,Technical Support,Los Angeles,Illinois,Call-Center,Within SLA,8,Los Angeles/CA,Y,N,Michael Brown
DKK-85510773-w-230280-fU,Astro Tech,Neutral,1,8/26/23 7:18,Payment Issue,Los Angeles,Texas,Call-Center,Within SLA,54,Dallas/TX,N,N,Daniel Lee
DKK-74185363-w-571240-fU,Nova Enterprises,Positive,4,2/7/23 9:45,Service Outage,Los Angeles,Michigan,Call-Center,Above SLA,23,Chicago/IL,Y,Y,David Kim
DKK-20521130-w-972842-fU,Alpha Solutions,Neutral,2,3/27/23 14:31,Technical Support,Chicago,Michigan,Chatbot,Above SLA,22,New York/NY,N,N,Emily Johnson
DKK-94571321-w-161810-fU,Nova Enterprises,Neutral,2,5/5/23 23:07,Payment Issue,San Diego,California,Chatbot,Above SLA,55,Dallas/TX,Y,N,Emily Johnson
DKK-11687675-w-813059-fU,Berge and Sons,Positive,4,12/26/23 11:31,Service Outage,San Jose,Illinois,Call-Center,Above SLA,43,Chicago/IL,N,N,Linda Chen
DKK-76877449-w-392983-fU,Alpha Solutions,Very Positive,2,3/10/23 19:19,Payment Issue,Phoenix,Arizona,Call-Center,Within SLA,48,New York/NY,Y,Y,Daniel Lee
DKK-57385539-w-787508-fU,Pinnacle Group,Very Positive,3,1/15/23 18:07,Payment Issue,San Jose,California,Call-Center,Above SLA,12,Los Angeles/CA,N,Y,John Smith
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Emily Johnson
DKK-64897283-w-889469-fU,Berge and Sons,Neutral,1,8/16/23 5:40,Billing Question,Chicago,Texas,Call-Center,Above SLA,48,New York/NY,Y,Y,Anita Patel
DKK-47895539-w-461138-fU,Pinnacle Group,Neutral,1,3/24/23 14:37,Service Outage,Dallas,Michigan,Chatbot,Above SLA,35,Los Angeles/CA,N,N,Michael Brown
DKK-77491638-w-715809-fU,Global Ventures,Positive,4,11/12/23 18:16,Payment Issue,Chicago,California,Chatbot,Within SLA,32,Dallas/TX,Y,Y,John Smith
DKK-25037501-w-480093-fU,Global Ventures,Very Positive,5,8/2/23 9:42,Technical Support,Chicago,Arizona,Call-Center,Above SLA,6,Chicago/IL,N,Y,Emily Johnson
DKK-91932481-w-513684-fU,Delta Services,Neutral,2,8/21/23 18:35,New Service Inquiry,Dallas,Arizona,Chatbot,Within SLA,27,New York/NY,N,Y,Emily Johnson
DKK-63661649-w-713464-fU,Alpha Solutions,Very Positive,1,11/14/23 10:53,New Service Inquiry,San Antonio,New York,Chatbot,Above SLA,26,Dallas/TX,N,N,Daniel Lee
DKK-97591322-w-475517-fU,Omega Corp,Positive,5,5/19/23 11:56,Technical Support,San Antonio,California,Chatbot,Within SLA,18,Los Angeles/CA,N,N,John Smith
DKK-71850720-w-458988-fU,Nova Enterprises,Negative,1,11/3/23 5:14,New Service Inquiry,Chicago,Michigan,Call-Center,Above SLA,59,New York/NY,N,Y,Linda Chen
DKK-27468099-w-231439-fU,Nova Enterprises,Very Positive,5,6/17/23 2:57,New Service Inquiry,Houston,California,Call-Center,Within SLA,54,New York/NY,N,N,Emily Johnson
DKK-97297158-w-674858-fU,Global Ventures,Positive,4,3/24/23 17:41,New Service Inquiry,San Jose,Arizona,Call-Center,Within SLA,29,Dallas/TX,Y,Y,Linda Chen
DKK-83353046-w-601662-fU,Berge and Sons,Very Negative,4,3/10/23 7:34,Payment Issue,Los Angeles,Illinois,Chatbot,Above SLA,4,Dallas/TX,N,N,Linda Chen
DKK-81905641-w-111489-fU,Prime Associates,Negative,3,10/29/23 18:23,Payment Issue,New York,Illinois,Call-Center,Within SLA,16,Dallas/TX,Y,Y,Sophia Garcia
DKK-64502416-w-534324-fU,Techtronics Ltd,Very Positive,1,12/14/23 7:52,New Service Inquiry,Chicago,Illinois,Chatbot,Within SLA,3,Los Angeles/CA,Y,N,Sophia Garcia
DKK-51618306-w-899906-fU,Nova Enterprises,Neutral,2,5/7/23 4:14,Service Outage,New York,Illinois,Call-Center,Within SLA,19,Dallas/TX,Y,Y,Sophia Garcia
DKK-56071123-w-389759-fU,Pinnacle Group,Negative,1,1/20/23 7:42,Account Update,Phoenix,Illinois,Call-Center,Within SLA,22,Los Angeles/CA,N,Y,David Kim
DKK-57642682-w-927180-fU,Techtronics Ltd,Very Negative,1,10/12/23 9:02,New Service Inquiry,Chicago,New York,Call-Center,Above SLA,2,Chicago/IL,Y,N,Michael Brown
DKK-72985777-w-708130-fU,Nova Enterprises,Positive,1,10/4/23 10:42,New Service Inquiry,San Antonio,Michigan,Call-Center,Above SLA,51,New York/NY,N,N,Sophia Garcia
DKK-84743345-w-258995-fU,Berge and Sons,Neutral,4,10/8/23 15:44,Payment Issue,San Diego,Illinois,Chatbot,Above SLA,18,Chicago/IL,Y,Y,Daniel Lee
DKK-58445609-w-985951-fU,Prime Associates,Neutral,3,5/14/23 6:03,New Service Inquiry,Los Angeles,Illinois,Chatbot,Above SLA,4,Los Angeles/CA,N,N,Anita Patel
DKK-29484716-w-567329-fU,Global Ventures,Negative,1,10/12/23 3:22,New Service Inquiry,San Diego,Illinois,Chatbot,Within SLA,49,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-22415795-w-191580-fU,Berge and Sons,Negative,5,10/30/23 17:07,Technical Support,Dallas,New York,Call-Center,Within SLA,6,Los Angeles/CA,Y,N,Daniel Lee
DKK-37187693-w-853920-fU,Nova Enterprises,Very Negative,2,8/7/23 16:32,Technical Support,Chicago,New York,Call-Center,Within SLA,42,Los Angeles/CA,Y,Y,Daniel Lee
DKK-83771425-w-476653-fU,Berge and Sons,Neutral,3,7/26/23 5:24,Payment Issue,Dallas,Texas,Chatbot,Above SLA,48,Dallas/TX,Y,Y,John Smith
DKK-66983831-w-242694-fU,Global Ventures,Neutral,3,4/2/23 8:07,New Service Inquiry,New York,Michigan,Chatbot,Within SLA,28,New York/NY,Y,N,Michael Brown
DKK-96732079-w-216342-fU,Delta Services,Very Negative,2,10/22/23 4:27,Service Outage,San Antonio,California,Chatbot,Within SLA,11,Chicago/IL,Y,N,Sophia Garcia
DKK-49126271-w-610743-fU,Nova Enterprises,Positive,4,8/8/23 2:13,New Service Inquiry,San Antonio,Illinois,Call-Center,Above SLA,38,New York/NY,Y,N,David Kim
DKK-29484716-w-567329-fU,Global Ventures,Negative,1,10/12/23 3:22,New Service Inquiry,San Diego,Illinois,Chatbot,Within SLA,49,Los Angeles/CA,Y,Y,Anita Patel
DKK-31878861-w-902955-fU,Global Ventures,Negative,3,5/25/23 13:22,New Service Inquiry,Dallas,Michigan,Call-Center,Within SLA,46,New York/NY,N,Y,Linda Chen
DKK-55687477-w-858627-fU,Omega Corp,Neutral,4,1/2/23 17:35,New Service Inquiry,Los Angeles,Arizona,Chatbot,Above SLA,60,Dallas/TX,N,N,Michael Brown
DKK-48713963-w-515245-fU,Alpha Solutions,Very Negative,4,3/3/23 8:26,Service Outage,Chicago,Michigan,Chatbot,Above SLA,30,New York/NY,N,Y,Daniel Lee
DKK-35368457-w-428105-fU,Nova Enterprises,Very Negative,3,9/17/23 23:21,Payment Issue,Chicago,Arizona,Call-Center,Within SLA,49,Los Angeles/CA,N,Y,Michael Brown
DKK-23503047-w-931253-fU,Prime Associates,Very Negative,2,8/26/23 10:28,New Service Inquiry,New York,California,Chatbot,Within SLA,40,New York/NY,Y,N,John Smith
DKK-63661649-w-713464-fU,Alpha Solutions,Very Positive,1,11/14/23 10:53,New Service Inquiry,San Antonio,New York,Chatbot,Above SLA,26,Dallas/TX,N,N,Daniel Lee
DKK-68474425-w-963985-fU,Omega Corp,Negative,5,2/11/23 18:29,Technical Support,Detroit,New York,Call-Center,Above SLA,39,Dallas/TX,N,Y,Sophia Garcia
DKK-58810621-w-460435-fU,Nova Enterprises,Positive,4,1/28/23 23:25,Payment Issue,Houston,California,Chatbot,Within SLA,23,Los Angeles/CA,Y,Y,Emily Johnson
DKK-36751900-w-746777-fU,Berge and Sons,Negative,2,8/8/23 11:38,New Service Inquiry,New York,Illinois,Call-Center,Above SLA,11,New York/NY,Y,Y,Michael Brown
DKK-28981548-w-190536-fU,Berge and Sons,Negative,3,10/12/23 1:20,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,60,Dallas/TX,Y,Y,Sophia Garcia
DKK-56615323-w-818936-fU,Berge and Sons,Very Negative,2,3/26/23 15:25,Payment Issue,Dallas,Illinois,Call-Center,Above SLA,3,Chicago/IL,N,N,Michael Brown
DKK-95425493-w-736315-fU,Berge and Sons,Neutral,4,7/14/23 2:02,Service Outage,Chicago,New York,Call-Center,Within SLA,38,Los Angeles/CA,Y,Y,John Smith
DKK-53935747-w-691971-fU,Techtronics Ltd,Negative,3,3/28/23 0:33,Account Update,San Jose,California,Call-Center,Above SLA,4,Dallas/TX,Y,N,Sophia Garcia
DKK-29484716-w-567329-fU,Global Ventures,Negative,1,10/12/23 3:22,New Service Inquiry,San Diego,Illinois,Chatbot,Within SLA,49,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-34199498-w-889951-fU,Delta Services,Negative,1,1/7/23 8:16,New Service Inquiry,Dallas,New York,Chatbot,Within SLA,2,New York/NY,Y,Y,Anita Patel
DKK-26860543-w-336607-fU,Astro Tech,Neutral,4,4/7/23 17:24,Service Outage,Dallas,Illinois,Chatbot,Above SLA,39,Chicago/IL,N,N,Emily Johnson
DKK-25011115-w-146045-fU,Global Ventures,Positive,5,9/13/23 3:00,New Service Inquiry,Phoenix,Michigan,Chatbot,Above SLA,42,Chicago/IL,N,Y,Emily Johnson
DKK-25703808-w-623415-fU,Nova Enterprises,Negative,4,11/9/23 20:20,Account Update,Detroit,Illinois,Call-Center,Above SLA,9,New York/NY,Y,Y,Michael Brown
DKK-55406636-w-827368-fU,Global Ventures,Very Positive,2,10/5/23 23:14,New Service Inquiry,Detroit,Texas,Chatbot,Within SLA,32,Dallas/TX,N,Y,Daniel Lee
DKK-55454552-w-897883-fU,Delta Services,Very Positive,2,11/3/23 14:35,Service Outage,New York,California,Chatbot,Within SLA,48,Dallas/TX,Y,Y,John Smith
DKK-25756275-w-161377-fU,Pinnacle Group,Positive,5,3/24/23 5:50,Technical Support,Phoenix,New York,Chatbot,Above SLA,47,New York/NY,N,Y,Linda Chen
DKK-95425493-w-736315-fU,Berge and Sons,Neutral,4,7/14/23 2:02,Service Outage,Chicago,New York,Call-Center,Within SLA,38,Los Angeles/CA,Y,Y,John Smith
DKK-52192718-w-848789-fU,Prime Associates,Positive,4,10/24/23 18:13,New Service Inquiry,New York,New York,Chatbot,Above SLA,51,New York/NY,N,N,Michael Brown
DKK-73459421-w-536971-fU,Omega Corp,Very Positive,5,5/24/23 9:31,Payment Issue,San Diego,Arizona,Call-Center,Above SLA,45,Chicago/IL,Y,Y,Sophia Garcia
DKK-67973792-w-748176-fU,Prime Associates,Very Positive,2,2/24/23 2:19,Payment Issue,Detroit,California,Chatbot,Above SLA,18,Chicago/IL,Y,N,Linda Chen
DKK-68740074-w-975553-fU,Nova Enterprises,Very Positive,5,11/29/23 17:13,Technical Support,Houston,Illinois,Chatbot,Within SLA,36,Los Angeles/CA,Y,Y,Anita Patel
DKK-85971009-w-533418-fU,Nova Enterprises,Negative,4,11/25/23 13:21,New Service Inquiry,Detroit,Arizona,Chatbot,Within SLA,50,Los Angeles/CA,N,Y,David Kim
DKK-71543798-w-914858-fU,Prime Associates,Positive,1,7/5/23 2:17,Payment Issue,San Jose,Arizona,Call-Center,Within SLA,40,Chicago/IL,N,N,Michael Brown
DKK-21846151-w-713253-fU,Astro Tech,Negative,3,3/29/23 17:25,Technical Support,Detroit,New York,Call-Center,Within SLA,59,Dallas/TX,N,Y,John Smith
DKK-68228782-w-592405-fU,Alpha Solutions,Neutral,2,9/27/23 9:10,New Service Inquiry,Chicago,Texas,Call-Center,Above SLA,10,Dallas/TX,Y,Y,Sophia Garcia
DKK-29454003-w-444493-fU,Pinnacle Group,Very Positive,4,2/16/23 21:21,Payment Issue,Los Angeles,New York,Call-Center,Within SLA,26,Dallas/TX,N,N,Michael Brown
DKK-44152399-w-931102-fU,Astro Tech,Neutral,4,1/9/23 12:07,Technical Support,Detroit,California,Call-Center,Within SLA,3,New York/NY,Y,N,Daniel Lee
DKK-65784452-w-413935-fU,Nova Enterprises,Neutral,1,11/25/23 16:50,New Service Inquiry,Los Angeles,New York,Chatbot,Above SLA,14,New York/NY,Y,Y,Daniel Lee
DKK-53567297-w-544278-fU,Prime Associates,Very Negative,5,8/5/23 2:38,Payment Issue,San Antonio,Arizona,Chatbot,Within SLA,55,Chicago/IL,Y,Y,Linda Chen
DKK-90162355-w-133730-fU,Astro Tech,Negative,4,12/17/23 6:30,Account Update,Dallas,New York,Call-Center,Within SLA,22,Chicago/IL,Y,Y,John Smith
DKK-29454003-w-444493-fU,Pinnacle Group,Very Positive,4,2/16/23 21:21,Payment Issue,Los Angeles,New York,Call-Center,Within SLA,26,Dallas/TX,N,N,David Kim
DKK-38206087-w-727468-fU,Berge and Sons,Positive,2,9/7/23 6:46,Technical Support,Los Angeles,California,Call-Center,Above SLA,51,Chicago/IL,N,Y,Emily Johnson
DKK-95308901-w-383045-fU,Prime Associates,Positive,1,9/15/23 14:59,Payment Issue,Houston,Texas,Call-Center,Above SLA,37,Chicago/IL,Y,N,Anita Patel
DKK-55045877-w-197015-fU,Omega Corp,Positive,3,12/23/23 23:03,New Service Inquiry,New York,Texas,Chatbot,Above SLA,12,Los Angeles/CA,Y,Y,Daniel Lee
DKK-35368457-w-428105-fU,Nova Enterprises,Very Negative,3,9/17/23 23:21,Payment Issue,Chicago,Arizona,Call-Center,Within SLA,49,Los Angeles/CA,N,Y,Daniel Lee
DKK-50269226-w-645889-fU,Prime Associates,Negative,3,12/22/23 13:40,New Service Inquiry,New York,Texas,Chatbot,Within SLA,12,Dallas/TX,Y,N,Linda Chen
DKK-55981866-w-302539-fU,Omega Corp,Very Negative,1,12/9/23 18:28,Technical Support,New York,Arizona,Call-Center,Within SLA,51,Dallas/TX,N,N,Michael Brown
DKK-91258425-w-636230-fU,Astro Tech,Very Negative,2,12/18/23 9:28,Payment Issue,Houston,Michigan,Chatbot,Above SLA,60,Dallas/TX,Y,Y,John Smith
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Anita Patel
DKK-64360556-w-872497-fU,Alpha Solutions,Negative,1,11/5/23 20:08,New Service Inquiry,San Diego,Texas,Chatbot,Above SLA,1,Dallas/TX,N,Y,David Kim
DKK-53573289-w-691221-fU,Berge and Sons,Very Positive,4,7/13/23 23:39,Account Update,Chicago,Illinois,Call-Center,Above SLA,53,Chicago/IL,Y,Y,Sophia Garcia
DKK-25037501-w-480093-fU,Global Ventures,Very Positive,5,8/2/23 9:42,Technical Support,Chicago,Arizona,Call-Center,Above SLA,6,Chicago/IL,N,Y,Emily Johnson
DKK-90502326-w-274917-fU,Omega Corp,Neutral,3,5/2/23 7:23,New Service Inquiry,San Jose,California,Chatbot,Above SLA,8,Los Angeles/CA,N,N,Emily Johnson
DKK-35905418-w-920797-fU,Global Ventures,Neutral,3,5/26/23 0:06,Account Update,San Antonio,Illinois,Chatbot,Within SLA,18,Los Angeles/CA,N,Y,Michael Brown
DKK-93971984-w-959187-fU,Alpha Solutions,Very Negative,2,2/12/23 8:03,New Service Inquiry,San Antonio,Michigan,Chatbot,Above SLA,37,Dallas/TX,Y,N,Daniel Lee
DKK-44010204-w-836541-fU,Astro Tech,Negative,4,7/25/23 3:21,Technical Support,Detroit,California,Call-Center,Within SLA,11,New York/NY,N,Y,Michael Brown
DKK-83771425-w-476653-fU,Berge and Sons,Neutral,3,7/26/23 5:24,Payment Issue,Dallas,Texas,Chatbot,Above SLA,48,Dallas/TX,Y,Y,John Smith
DKK-94529373-w-407855-fU,Omega Corp,Very Positive,5,10/25/23 20:44,Service Outage,Dallas,Illinois,Chatbot,Above SLA,33,Dallas/TX,Y,Y,Daniel Lee
DKK-66983831-w-242694-fU,Global Ventures,Neutral,3,4/2/23 8:07,New Service Inquiry,New York,Michigan,Chatbot,Within SLA,28,New York/NY,Y,N,John Smith
DKK-12926145-w-190763-fU,Omega Corp,Neutral,4,6/11/23 6:58,New Service Inquiry,Phoenix,California,Chatbot,Within SLA,41,Chicago/IL,Y,Y,Anita Patel
DKK-10171261-w-450697-fU,Berge and Sons,Negative,1,7/22/23 11:41,New Service Inquiry,Detroit,Arizona,Chatbot,Above SLA,47,Los Angeles/CA,N,Y,Linda Chen
DKK-52941044-w-875380-fU,Omega Corp,Positive,5,8/7/23 20:06,Payment Issue,Detroit,Arizona,Chatbot,Above SLA,25,Chicago/IL,Y,N,Michael Brown
DKK-92800503-w-105602-fU,Alpha Solutions,Very Negative,4,7/12/23 23:41,Technical Support,San Jose,California,Call-Center,Within SLA,49,Chicago/IL,N,Y,Sophia Garcia
DKK-51224994-w-634745-fU,Global Ventures,Negative,3,9/28/23 5:11,Billing Question,Los Angeles,New York,Chatbot,Within SLA,58,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-61071245-w-629430-fU,Omega Corp,Positive,5,5/2/23 20:48,New Service Inquiry,Chicago,New York,Call-Center,Within SLA,44,Dallas/TX,N,Y,Daniel Lee
DKK-89340129-w-597222-fU,Omega Corp,Neutral,3,9/26/23 4:21,Service Outage,Phoenix,California,Call-Center,Above SLA,56,New York/NY,Y,Y,Daniel Lee
DKK-48758594-w-358455-fU,Nova Enterprises,Negative,3,11/8/23 12:01,Billing Question,Chicago,Michigan,Chatbot,Above SLA,36,New York/NY,Y,N,Michael Brown
DKK-25587877-w-472142-fU,Delta Services,Neutral,2,4/18/23 22:28,Billing Question,Houston,Arizona,Chatbot,Above SLA,39,Chicago/IL,N,Y,Anita Patel
DKK-62318085-w-703202-fU,Techtronics Ltd,Negative,3,9/19/23 14:35,New Service Inquiry,San Jose,Illinois,Call-Center,Above SLA,47,Los Angeles/CA,Y,Y,Michael Brown
DKK-62503876-w-385450-fU,Prime Associates,Very Negative,3,5/30/23 20:25,New Service Inquiry,Chicago,Michigan,Chatbot,Above SLA,45,Los Angeles/CA,N,Y,Linda Chen
DKK-54033202-w-788048-fU,Global Ventures,Negative,2,4/20/23 23:07,Technical Support,New York,Illinois,Chatbot,Within SLA,32,Los Angeles/CA,N,Y,Anita Patel
DKK-44152399-w-931102-fU,Astro Tech,Very Positive,4,8/6/23 11:25,New Service Inquiry,San Jose,Arizona,Chatbot,Within SLA,43,New York/NY,Y,Y,John Smith
DKK-65742008-w-250870-fU,Nova Enterprises,Very Positive,4,11/17/23 11:44,Account Update,Detroit,New York,Chatbot,Within SLA,1,Chicago/IL,Y,N,Linda Chen
DKK-51122095-w-780817-fU,Global Ventures,Positive,3,1/6/23 16:42,Technical Support,San Diego,California,Call-Center,Above SLA,25,New York/NY,N,N,John Smith
DKK-63661649-w-713464-fU,Alpha Solutions,Very Positive,1,11/14/23 10:53,New Service Inquiry,San Antonio,New York,Chatbot,Above SLA,26,Dallas/TX,N,N,Linda Chen
DKK-16533713-w-475139-fU,Omega Corp,Neutral,2,6/14/23 11:02,Technical Support,San Jose,Texas,Chatbot,Above SLA,5,Dallas/TX,N,Y,David Kim
DKK-42362828-w-649030-fU,Omega Corp,Positive,2,5/29/23 16:51,Technical Support,Chicago,Illinois,Chatbot,Within SLA,1,Los Angeles/CA,Y,N,Michael Brown
DKK-61071245-w-629430-fU,Omega Corp,Positive,5,5/2/23 20:48,New Service Inquiry,Chicago,New York,Call-Center,Within SLA,44,Dallas/TX,N,Y,Linda Chen
DKK-74409483-w-166820-fU,Omega Corp,Very Positive,1,2/2/23 7:11,New Service Inquiry,New York,Texas,Chatbot,Within SLA,24,Dallas/TX,N,Y,Daniel Lee
DKK-16565063-w-341652-fU,Prime Associates,Very Negative,2,10/8/23 9:09,Service Outage,Houston,Texas,Call-Center,Within SLA,19,New York/NY,Y,Y,David Kim
DKK-61071245-w-629430-fU,Omega Corp,Positive,5,5/2/23 20:48,New Service Inquiry,Chicago,New York,Call-Center,Within SLA,44,Dallas/TX,N,Y,John Smith
DKK-57642682-w-927180-fU,Techtronics Ltd,Very Negative,1,10/12/23 9:02,New Service Inquiry,Chicago,New York,Call-Center,Above SLA,2,Chicago/IL,Y,N,Emily Johnson
DKK-82760919-w-665246-fU,Prime Associates,Negative,4,6/15/23 10:47,Technical Support,Los Angeles,Illinois,Call-Center,Within SLA,8,Los Angeles/CA,Y,N,Michael Brown
DKK-86381942-w-774538-fU,Omega Corp,Negative,2,8/15/23 12:41,Service Outage,Dallas,Texas,Call-Center,Within SLA,53,Dallas/TX,Y,Y,Linda Chen
DKK-28095971-w-562525-fU,Pinnacle Group,Negative,5,12/20/23 2:05,Technical Support,Dallas,Arizona,Call-Center,Within SLA,55,New York/NY,N,N,Anita Patel
DKK-55454552-w-897883-fU,Delta Services,Very Positive,2,11/3/23 14:35,Service Outage,New York,California,Chatbot,Within SLA,48,Dallas/TX,Y,Y,John Smith
DKK-63342348-w-407361-fU,Astro Tech,Very Positive,5,12/21/23 21:54,New Service Inquiry,San Jose,Illinois,Call-Center,Within SLA,43,Los Angeles/CA,N,Y,Emily Johnson
